Fecha;CCAA;cod_ine;CasosAcc;IngresadosAcc;UCIAcc;FallecidosAcc;PCRDia;Ingresados;UCI;PorcenCamas;Ingresos24h;Altas24h;PorcenUCI
2020-08-27;La Rioja;17;5299;1526;92;369;685;39;3;0.05;9;4
2020-08-28;Andalucía;01;27734;7152;862;1480;7946;524;68;0.03;105;65
2020-08-28;Aragón;02;25562;4008;338;1096;2651;510;62;0.13;66;56
2020-08-28;Asturias;03;3221;1137;130;335;1959;15;1;0.01;6;2
2020-08-28;Baleares;04;7648;1361;205;233;3523;270;42;0.09;35;20
2020-08-28;Canarias;05;6126;1214;225;172;3192;96;16;0.02;13;6
2020-08-28;Cantabria;06;3832;1160;89;221;2234;35;2;0.02;7;5
2020-08-28;Castilla La Mancha;08;23028;9572;675;3042;2943;214;27;0.05;27;12
2020-08-28;Castilla y León;07;27430;9284;661;2822;5447;313;28;0.06;64;43
2020-08-28;Cataluña;09;106811;30217;3046;5741;17744;1043;151;0.04;129;102
2020-08-28;Ceuta;18;249;18;4;4;38;2;0;0.01;1;0
2020-08-28;Comunidad Valenciana;10;22695;6552;799;1462;7611;411;54;0.04;62;49
2020-08-28;Extremadura;11;4698;1850;149;526;2069;41;8;0.02;5;1
2020-08-28;Galicia;12;13655;3208;357;634;4964;137;13;0.02;18;5
2020-08-28;Madrid;13;118600;44780;3723;8604;12140;1916;200;0.14;290;229
2020-08-28;Melilla;19;300;57;4;2;3;4;1;0.02;1;0
2020-08-28;Murcia;14;5455;982;143;156;2667;172;26;0.06;40;23
2020-08-28;Navarra;15;9537;2222;154;533;1611;61;9;0.04;9;9
2020-08-28;País Vasco;16;27334;7124;585;1579;7490;419;40;0.1;73;57
2020-08-28;La Rioja;17;5371;1530;96;369;800;41;3;0.05;7;5
2020-08-31;Andalucía;01;29808;7247;872;1493;890;576;83;0.04;85;40
2020-08-31;Aragón;02;25756;4021;339;1096;2095;522;69;0.13;37;10
2020-08-31;Asturias;03;3322;1145;131;335;1929;55;4;0.02;11;1
2020-08-31;Baleares;04;8164;1391;206;234;3667;309;52;0.11;38;18
2020-08-31;Canarias;05;7068;1273;229;174;3514;232;33;0.05;23;12
2020-08-31;Cantabria;06;4137;1174;89;221;1711;39;3;0.03;7;0
2020-08-31;Castilla La Mancha;08;23810;9591;676;3043;3411;277;30;0.07;34;13
2020-08-31;Castilla y León;07;28797;9358;668;2830;6369;329;31;0.07;35;10
2020-08-31;Cataluña;09;110017;30245;3052;5741;15249;1076;160;0.05;77;43
2020-08-31;Ceuta;18;275;23;4;5;46;4;0;0.02;1;0
2020-08-31;Comunidad Valenciana;10;24096;6619;801;1465;--;464;52;0.04;81;27
2020-08-31;Extremadura;11;5033;1872;153;527;2284;48;13;0.02;11;1
2020-08-31;Galicia;12;14513;3274;364;641;5135;132;13;0.02;17;7
2020-08-31;Madrid;13;126057;44974;3734;8648;15223;2128;218;0.16;221;99
2020-08-31;Melilla;19;345;60;4;2;3;8;1;0.05;4;0
2020-08-31;Murcia;14;6194;1028;149;156;2720;158;25;0.08;24;2
2020-08-31;Navarra;15;9977;2250;157;534;1996;75;9;0.04;11;5
2020-08-31;País Vasco;16;29763;7125;585;1579;9311;475;45;0.11;27;11
2020-08-31;La Rioja;17;5726;1561;99;370;961;50;5;0.07;6;2
2020-09-01;Andalucía;01;30767;7321;881;1500;8053;628;82;0.04;122;76
2020-09-01;Aragón;02;26641;4059;339;1096;1346;339;43;0.14;32;28
2020-09-01;Asturias;03;3354;1146;131;335;1805;36;3;0.01;10;4
2020-09-01;Baleares;04;8337;1398;207;238;2665;319;51;0.11;36;30
2020-09-01;Canarias;05;7302;1294;233;174;3289;211;38;0.04;28;20
2020-09-01;Cantabria;06;4199;1176;90;221;947;40;6;0.03;12;6
2020-09-01;Castilla La Mancha;08;24157;9599;676;3043;2943;261;29;0.07;24;15
2020-09-01;Castilla y León;07;29248;9409;672;2841;4512;350;34;0.07;51;46
2020-09-01;Cataluña;09;110667;30266;3054;5749;5627;1089;152;0.05;103;129
2020-09-01;Ceuta;18;290;23;4;5;52;4;0;0.03;0;0
2020-09-01;Comunidad Valenciana;10;25006;6676;806;1473;6495;480;53;0.04;77;55
2020-09-01;Extremadura;11;5158;1875;153;527;1359;55;12;0.02;4;0
2020-09-01;Galicia;12;14663;3302;366;644;4132;153;13;0.02;28;11
